PCA_1,PCA_2
1.3672164065218428,0.9937280380025338
-1.3764139916416842,-0.9642745367394174
1.4373571356774995,0.8775868489732931
-1.2549461021642712,-0.28857972807651083
0.29855780588335035,0.14127793007109146
1.144760555199742,0.7991493232586715
0.5888002174415652,0.9760698224828167
-1.322040604794951,0.7741820439700301
-2.0031671818573997,0.6987409172163916
-4.684383137737457,3.096062368396359
-1.9360726792267198,-0.36402085483014923
-1.797159073637979,0.21249410282711215
1.0853566526224137,-1.1583654293479289
-0.28726344836688705,0.7356163032036797
-1.9484878796074527,-0.04578283192735128
2.5754523928626347,0.22029098873138775
-1.6458302676685053,0.4707710375815756
-0.6023362606865673,0.5373004565975507
1.9138197854278434,1.7722959741281907
-1.2375003860529432,-0.38775957908215614
-0.7697666018600531,0.7112245568607124
3.9943171891359643,-3.8644714628717574
-0.19267421316726951,0.32116119451609504
0.9622386668344713,0.3158989078303751
-0.5056867569670402,1.5401011404957572
-1.4223764433377568,-0.11465562781334913
-0.795929168525255,0.7053092480840322
2.7628109058803174,4.622287597905076
-0.5104113572944219,-1.161937361254586
2.833797649416039,-0.563495378674828
-1.0912020958140647,-0.3485408162248453
0.07675407786313124,-1.423254550375194
-0.880163471864049,-0.615729458716972
-0.41746020340175377,0.26419650532874367
0.5233437961178348,0.19824261925844278
-1.6122830163531654,-0.0606098484416948
2.457670838208501,-0.5693668320463465
-1.4435084942723637,0.09848723530712329
-1.2039531347376036,-0.9191404651054265
1.5732245147412633,0.5074812236132545
1.33467914321873,0.435733373316721
-1.797159073637979,0.21249410282711215
-1.545188513722486,-1.1233716204882356
-0.0970509599482652,-1.8014098060211652
-1.2425309017835384,-0.6068177509793087
1.291364760841834,-1.644612243737208
-1.6407997519379103,0.6898292094787283
-2.339372045111687,0.713567933730735
-1.0650395291488626,-0.34262550744816517
0.5887882024379856,1.2854399930531124
1.2017940263692317,-0.7017287925821747
3.1663041628434674,-0.154989212504048
-1.6122830163531654,-0.0606098484416948
2.198633524049663,-1.4885554143545348
1.0169179690844181,-0.4286248413133676
3.2719764325200815,-1.5300736986767067
1.7379664941001174,-0.33248524467386714
-0.8516467362793043,-1.3661685166373951
-1.4274069590683518,-0.3337137997105018
0.1928855362067361,1.51636241624375
2.167428426650286,-1.4041587244580713
1.3618396828925796,-0.33835669804538565
0.8827289638230588,1.6968987027797138
0.9461371316304594,0.7480999428480007
0.6310763343143588,0.2404139256715755
-1.7461661062113112,-0.41806663420180357
-1.9360726792267198,-0.36402085483014923
3.225720080424375,1.493155369532256
0.9833707177690784,0.10275604470990264
0.05192367710166557,-0.7867785045695983
1.4665139795605464,-0.9334358040792572
-1.6458302676685053,0.4707710375815756
1.892675719489657,2.2948090078189596
0.6891360559843712,1.8649074942661952
-0.3255353000096083,-1.4350413125233932
-1.7511966219419062,-0.6371248060989562
0.9984742799644427,0.4505603898310648
1.9503492989574487,-0.2666527031540143
-1.1754363991528587,-1.6695795230258494
0.4656822316536229,2.45033415966112
-1.283462837749016,0.4618593298439122
-1.9360726792267198,-0.36402085483014923
-1.4609542103836917,0.19766708631276864
0.07675407786313124,-1.423254550375194
3.2719764325200815,-1.5300736986767067
-1.5911509654185585,-0.2737527115621673
-1.0985867804642024,0.18875537857510521
-0.2996786487476199,1.0538543261064774
