,0,1,2,3,4,5,6,7,8,9
Cluster_Size,1629.0,33.0,69.0,56.0,75.0,86.0,145.0,74.0,18.0,51.0
NumDealsPurchases,0.020656870142856252,-0.7005522841951873,0.012905255681418433,-0.675619759199841,0.3574384034275667,-0.3296980765037581,0.3076915921451044,-0.006257555354231709,-0.684864403299239,-0.07580549792712817
AcceptedCmp1,-0.2613866510869666,3.3303395627471644,0.21248427367675682,2.1471046339286546,-0.2613866510869666,1.5920823293478876,-0.2613866510869666,-0.2613866510869666,3.37162377210158,1.181132193414368
AcceptedCmp2,-0.1166159281802835,3.570803279653651,-0.1166159281802835,0.19380456635675686,-0.1166159281802835,-0.1166159281802835,-0.11661592818028352,-0.1166159281802835,2.297765695996697,1.4172265154145043
AcceptedCmp3,-0.2804104221029002,-0.2804104221029002,3.566201257787191,-0.1430314335353969,-0.2804104221029002,-0.2804104221029002,-0.2804104221029002,3.566201257787191,3.566201257787191,-0.2804104221029002
AcceptedCmp4,-0.2841044199080856,3.5198326035319103,-0.2841044199080856,-0.2841044199080856,3.5198326035319103,0.11398201277749537,-0.2841044199080856,-0.2841044199080856,-0.2841044199080856,3.4452456030723027
AcceptedCmp5,-0.2794815423200416,3.344263797645541,0.055956315236379776,2.544785419070185,-0.2794815423200416,1.4250108268910762,-0.2794815423200416,-0.2794815423200416,3.5780538195788036,1.8383810093106974
Response,-0.4175760384638463,2.13910529232794,2.1094626102318035,1.9427886901421423,-0.34258005276062053,-0.1232603968959546,2.3947734254071187,-0.4175760384638463,1.926048514761958,0.7955943185000994
