,0,1
Cluster_Size,854.0,1382.0
MntWines,0.924568163386042,-0.5713322804136614
MntFruits,0.789238609627209,-0.4877060583369295
MntMeatProducts,0.9120555098924068,-0.5636001486599966
MntFishProducts,0.8187849895109797,-0.5059640962680005
MntSweetProducts,0.7961431282953132,-0.49197267117525134
MntGoldProds,0.6622470792785988,-0.4092322761967606
Total_Spend,1.096494706553213,-0.6775734293751401
Total_Purchases,1.0070672954956297,-0.6223122072020751
