,0,1
Number of Customers,1058.0,1178.0
Web Purchases,0.6422685795016488,-0.5768422386356067
Catalog Purchases,0.7446445077996153,-0.6687893796706222
In-Store Purchases,0.7998541537464496,-0.7183749530252491
Monthly Web Visits,-0.5711703566912976,0.5129866191675658
Cluster,0.0,1.0
